year,plot,treatment,species,cover
2008,13_4,C,SOEL,3
2008,9_4,C,BOBA2,31
2008,12_4,C,BOER4,2.35
2008,9_4,C,CHSES,3.41
2008,18_3,C,HODR,0.25
2008,18_4,C,HODR,0.25
2008,2_4,C,BOGR2,11.95
2008,12_3,C,MAPIP,0.1
2008,20_4,C,GUSA2,1.5
2008,3_2,C,BOER4,0.25
2008,12_2,C,ARPU9,7.5
2008,12_2,C,SOEL,2.5
2008,2_4,C,PEAN,0.05
2008,12_4,C,SOEL,1.5
2008,2_1,C,BOGR2,6.65
2008,9_1,C,SPCR,2
2008,18_2,C,HODR,0.5
2008,7_1,C,BOGR2,1.25
2008,12_1,C,ARPU9,13
2008,7_1,C,PAOB,5
2008,13_1,C,BOGR2,9.25
2008,15_3,C,PLJA,8.6
2008,3_2,C,BOGR2,6.2
2008,3_3,C,BOGR2,6
2008,7_1,C,SPCR,1
2008,5_1,C,BOBA2,0.75
2008,5_3,C,BOBA2,1.25
2008,7_3,C,BOER4,2.5
2008,15_4,C,PLJA,12.35
2008,3_4,C,BOGR2,6
2008,7_2,C,BOBA2,9.5
2008,15_1,C,MUAR2,0.5
2008,20_1,C,MUAR2,0.25
2008,13_3,C,SCBR2,1.6
2008,15_2,C,PLJA,13.75
2008,9_2,C,BOSP,4
2008,3_2,C,CHSES,1.71
2008,12_1,C,BAMU,0.05
2008,12_3,C,BAMU,0.15
2008,9_3,C,ZIGR,2.3
2008,12_3,C,BOER4,5.75
2008,20_2,C,MUAR2,0.75
2008,15_1,C,PLJA,8.25
2008,2_1,C,BOER4,0.25
2008,2_4,C,BOER4,2
2008,9_3,C,HYFIC,0.05
2008,9_4,C,BOER4,5.6
2008,5_1,C,BOER4,0.25
2008,5_3,C,BOER4,0.75
2008,15_4,C,BOGR2,0.75
2008,7_4,C,BOER4,0.25
2008,5_1,C,BOGR2,0.5
2008,3_2,C,SOEL,0.25
2008,18_1,C,PLJA,2.6
2008,18_2,C,PLJA,3.9
2008,12_1,C,YUGL,0.25
2008,20_2,C,BOER4,0.75
2008,3_1,C,BOGR2,4.85
2008,20_3,C,TILA2,2.85
2008,7_1,C,TILA2,6
2008,3_1,C,PLJA,7.9
2008,9_3,C,BOER4,7.1
2008,12_1,C,TILA2,0.05
2008,18_2,C,TILA2,4.5
2008,12_2,C,MELE2,0.55
2008,12_2,C,ASFE2,0.05
2008,12_3,C,MELE2,0.3
2008,9_1,C,BOSP,9
2008,12_4,C,MELE2,0.1
2008,3_1,C,CHSES,3.16
2008,5_2,C,ENDE,0.2
2008,12_4,C,BAMU,0.06
2008,12_2,C,BOER4,23.05
2008,9_1,C,BOER4,6.1
2008,9_1,C,BOBA2,19.2
2008,13_1,C,SATR12,3.5
2008,13_2,C,SATR12,0.25
2008,5_4,C,BOER4,9.6
2008,13_4,C,BOGR2,9
2008,7_2,C,BOER4,1.5
2008,15_3,C,EUEX4,0.05
2008,15_4,C,EUEX4,0.05
2008,18_2,C,EUEX4,0.05
2008,9_2,C,TILA2,28
2008,9_4,C,SPFL2,4
2008,2_2,C,CHSES,0.45
2008,12_1,C,CHSES,2.4
2008,7_3,C,ASFE2,0.05
2008,13_3,C,SATR12,3
2008,18_1,C,SATR12,3
2008,20_2,C,TILA2,11
2008,20_4,C,TILA2,0.75
2008,9_1,C,TILA2,38.25
2008,15_1,C,CHSES,0.05
2008,2_2,C,EUEX4,0.6
2008,9_2,C,BOER4,3.85
2008,13_1,C,SCBR2,1.25
2008,18_3,C,PLJA,3.65
2008,12_1,C,MELE2,0.01
2008,9_1,C,ZIGR,2.25
2008,18_4,C,PLJA,15.1
2008,5_2,C,CHSES,0.05
2008,5_1,C,PLJA,3.2
2008,13_2,C,CHSES,2.5
2008,7_3,C,PLJA,4.85
2008,18_1,C,CHSES,2
2008,9_3,C,SPFL2,1
2008,13_2,C,SCBR2,1.6
2008,13_4,C,SCBR2,2.5
2008,20_1,C,TILA2,6.75
2008,3_4,C,PLJA,9.66
2008,7_2,C,PAOB,1.75
2008,13_2,C,BOGR2,0.75
2008,15_1,C,EUEX4,0.05
2008,13_1,C,CHSES,1.25
2008,7_1,C,PLJA,1.6
2008,9_3,C,TILA2,2
2008,5_3,C,EUEX4,0.05
2008,7_4,C,PLJA,3.65
2008,20_2,C,KAPA,23.5
2008,20_3,C,CHSE7,0.75
2008,9_3,C,SATR12,7
2008,9_1,C,CHSE7,2.5
2008,20_3,C,KAPA,24
2008,15_1,C,SCBR2,0.25
2008,18_3,C,SATR12,1
2008,2_2,C,SATR12,8
2008,3_1,C,SATR12,4.5
2008,9_1,C,SATR12,6
2008,12_4,C,CHSES,4.66
2008,12_4,C,KAPA,0.5
2008,9_4,C,SATR12,8.5
2008,9_4,C,KAPA,89
2008,2_3,C,DIWI2,0.1
2008,12_1,C,BOER4,20.25
2008,20_4,C,CHSE7,0.55
2008,18_2,C,SPFL2,1
2008,9_1,C,SPFL2,3.5
2008,2_1,C,CHSES,0.15
2008,5_2,C,PLJA,1.95
2008,12_2,C,CHSES,0.15
2008,12_4,C,EUEX4,0.1
2008,5_3,C,PLJA,5.5
2008,20_3,C,EUEX4,0.05
2008,5_2,C,EUEX4,0.1
2008,20_1,C,CHSE7,0.75
2008,5_4,C,PLJA,4.55
2008,12_4,C,CHSE7,0.8
2008,12_3,C,CHSES,2.41
2008,2_3,C,CHSES,0.15
2008,7_1,C,BOER4,1.1
2008,12_3,C,EUEX4,0.05
2008,7_4,C,EUEX4,0.05
2008,20_1,C,CHSES,1.5
2008,18_2,C,CHSES,0.15
2008,2_2,C,DANAN,0.1
2008,20_4,C,CHSES,1.35
2008,15_2,C,SCBR2,1.6
2008,9_4,C,SPPO6,0.01
2008,9_3,C,KAPA,6.5
2008,9_2,C,KAPA,23
2008,12_4,C,MUSQ3,0.75
2008,20_1,C,ALIN,7
2008,9_2,C,SPPO6,0.05
2008,20_4,C,KAPA,8.5
2008,3_3,C,EUEX4,0.05
2008,15_4,C,SCBR2,0.75
2008,20_2,C,ALIN,0.25
2008,2_4,C,CHSES,0.11
2008,18_4,C,SCBR2,0.5
2008,12_3,C,SPPO6,0.1
2008,7_2,C,KAPA,5
2008,3_2,C,EUEX4,0.1
2008,3_1,C,KAPA,5
2008,20_3,C,CHSES,1.6
2008,12_1,C,LIPU4,0.01
2008,20_2,C,CHSES,1.25
2008,9_1,C,KAPA,3
2008,7_3,C,KAPA,2.5
2008,10_3,F,BOBA2,11.25
2008,11_3,F,ASNU4,0.11
2008,19_3,F,TILA2,39.05
2008,4_3,F,PLJA,7.85
2008,11_1,F,BOBA2,27.75
2008,10_1,F,BOBA2,6
2008,4_4,F,BOGR2,4.75
2008,4_2,F,PLJA,10.55
2008,11_1,F,ASNU4,0.05
2008,16_2,F,BOGR2,25.5
2008,8_3,F,CHSES,1.6
2008,14_1,F,BOGR2,2.75
2008,11_2,F,ASNU4,0.25
2008,4_3,F,BOGR2,2.75
2008,10_2,F,BOBA2,7
2008,10_3,F,ASNU4,0.1
2008,8_2,F,CHSES,1.6
2008,8_1,F,TILA2,27.5
2008,4_4,F,PLJA,5.25
2008,1_4,F,BOGR2,0.25
2008,11_4,F,BOBA2,23
2008,4_1,F,CHSES,0.65
2008,10_4,F,BOBA2,14.5
2008,16_2,F,PLJA,10.85
2008,4_2,F,BOGR2,3.25
2008,6_2,F,CHSES,0.3
2008,14_1,F,BOBA2,1
2008,11_1,F,MELE2,0.16
2008,1_3,F,BOGR2,9
2008,1_1,F,ASNU4,0.1
2008,8_1,F,BOBA2,2.35
2008,19_4,F,CHSES,2.71
2008,19_2,F,BOGR2,1.5
2008,8_3,F,KAPA,17
2008,14_3,F,BOGR2,4.25
2008,10_1,F,BOGR2,4
2008,14_4,F,BOGR2,1.5
2008,19_4,F,KAPA,13
2008,8_4,F,KAPA,13.5
2008,4_4,F,CHSES,2
2008,6_1,F,CHSES,0.65
2008,11_2,F,BOBA2,11.5
2008,8_2,F,TILA2,39
2008,11_3,F,BOBA2,12
2008,16_3,F,BOGR2,34.5
2008,19_3,F,SPCO4,5
2008,1_2,F,BOGR2,10.75
2008,19_3,F,HODR,1
2008,8_4,F,MELE2,0.15
2008,4_1,F,BOGR2,5.25
2008,19_4,F,TILA2,44.75
2008,14_1,F,HODR,0.01
2008,1_1,F,BOGR2,12
2008,11_3,F,TILA2,16.35
2008,6_2,F,PLJA,16.1
2008,19_2,F,HODR,5
2008,11_3,F,MELE2,0.05
2008,11_1,F,CHSES,3.01
2008,4_1,F,PLJA,8.95
2008,6_3,F,PLJA,15.15
2008,11_3,F,SATR12,8
2008,8_1,F,SATR12,2
2008,8_2,F,BOBA2,4
2008,4_2,F,KAPA,0.5
2008,11_1,F,TILA2,0.6
2008,4_3,F,CHSES,0.4
2008,11_4,F,CHSES,7
2008,1_3,F,CHSES,1.75
2008,19_1,F,CHSES,10.6
2008,11_2,F,TILA2,7.6
2008,11_3,F,KAPA,40.5
2008,17_4,F,BOGR2,5
2008,10_1,F,CHLA10,1.75
2008,14_2,F,PLJA,7.7
2008,4_3,F,KAPA,15.1
2008,19_3,F,SAAB,0.05
2008,11_3,F,CHSES,7.35
2008,6_2,F,BOGR2,16.75
2008,1_1,F,BOBA2,0.25
2008,19_1,F,HODR,1.5
2008,19_2,F,BOBA2,41
2008,10_4,F,HODR,0.1
2008,6_1,F,PLJA,14.15
2008,14_3,F,PLJA,5.75
2008,11_4,F,CHER2,0.3
2008,10_4,F,CHSES,1.05
2008,11_4,F,KAPA,28
2008,11_1,F,PEAN,0.41
2008,11_1,F,BAMU,0.45
2008,1_4,F,SPCR,0.25
2008,19_1,F,BOBA2,45
2008,4_1,F,KAPA,1
2008,4_2,F,CHSES,0.5
2008,6_1,F,BOGR2,6.75
2008,6_1,F,SOEL,10
2008,1_2,F,CHSES,0.35
2008,1_1,F,PEAN,0.15
2008,10_3,F,HODR,0.5
2008,14_4,F,PLJA,10.25
2008,19_3,F,BOBA2,36
2008,8_4,F,CHSES,2.85
2008,1_3,F,SPHA,2.5
2008,19_4,F,BOBA2,31.25
2008,11_2,F,PEAN,0.1
2008,6_4,F,BOBA2,11
2008,11_2,F,CHSES,4.6
2008,10_2,F,SEFLF,0.05
2008,10_2,F,TILA2,21
2008,6_4,F,PLJA,18.21
2008,19_4,F,BOER4,3.85
2008,16_2,F,MUAR2,0.5
2008,19_1,F,MUAR2,2
2008,6_3,F,BOGR2,3.75
2008,19_4,F,MAPIP,0.5
2008,17_4,F,PLJA,39.35
2008,11_4,F,TILA2,37
2008,10_1,F,SPCO4,1
2008,11_3,F,SPCO4,7
2008,19_2,F,KAPA,19
2008,19_4,F,SPCO4,2.5
2008,8_3,F,BOBA2,8.5
2008,10_3,F,SEFLF,0.05
2008,10_3,F,TILA2,16
2008,8_1,F,KAPA,22
2008,8_2,F,KAPA,15
2008,1_1,F,SOEL,0.1
2008,10_4,F,PEAN,0.05
2008,11_4,F,DIWI2,0.5
2008,11_2,F,SPCR,1
2008,11_4,F,BOER4,7.75
2008,1_3,F,TILA2,0.25
2008,1_3,F,SOEL,0.85
2008,6_2,F,SOEL,4
2008,6_3,F,SOEL,4.75
2008,1_4,F,CHSES,0.75
2008,10_2,F,CHSES,0.3
2008,10_3,F,CHSES,3.25
2008,11_1,F,BOER4,2.1
2008,11_2,F,BOER4,7.25
2008,6_3,F,BOBA2,4
2008,11_1,F,SATR12,0.35
2008,19_2,F,TILA2,30.85
2008,8_4,F,DIWI2,0.15
2008,8_3,F,SATR12,5
2008,8_4,F,SATR12,5.5
2008,16_4,F,SPCR,2
2008,8_4,F,BOBA2,12.75
2008,8_3,F,BOER4,0.5
2008,17_1,F,CHSES,0.35
2008,8_2,F,SPFL2,0.75
2008,8_3,F,SPFL2,2.5
2008,4_2,F,ASFE2,0.01
2008,14_1,F,PLJA,2.95
2008,17_2,F,PLJA,32.85
2008,19_3,F,KAPA,4
2008,11_4,F,SPCR,0.1
2008,10_1,F,TILA2,0.25
2008,4_4,F,KAPA,5
2008,6_1,F,KAPA,24
2008,6_3,F,KAPA,0.5
2008,6_4,F,BOGR2,3.6
2008,10_1,F,PEAN,2.1
2008,16_1,F,PLJA,26.85
2008,19_1,F,KAPA,30.1
2008,11_3,F,BOER4,5
2008,11_3,F,SPCR,5
2008,1_4,F,SOEL,0.6
2008,8_1,F,BOER4,1
2008,8_4,F,BOER4,2.25
2008,8_1,F,BOGR2,4.5
2008,11_1,F,ARPU9,1.5
2008,10_4,F,BOER4,0.75
2008,8_2,F,BOGR2,5.25
2008,8_3,F,BOGR2,1.5
2008,4_1,F,BOBA2,0.25
2008,16_3,F,PLJA,10.85
2008,19_3,F,BOER4,2
2008,17_3,F,PLJA,22.25
2008,16_4,F,PLJA,32.65
2008,8_4,F,SPFL2,3
2008,11_2,F,KAPA,59
2008,19_2,F,CHSES,5.65
2008,19_3,F,CHSES,1.15
2008,1_4,F,KAPA,0.1
2008,6_4,F,SOEL,3.75
2008,8_3,F,TILA2,2
2008,10_1,F,SATR12,4.5
2008,1_2,F,KAPA,0.35
2008,17_2,F,SPCR,1.5
2008,19_1,F,BOER4,1.25
2008,4_2,F,SPCR,1.75
2008,11_4,F,SOEL,1
2008,11_4,F,HYFIC,0.1
2008,19_2,F,SPFL2,4
2008,10_1,F,BOER4,4
2008,10_2,F,BOER4,4.5
2008,1_3,F,KAPA,3
2008,19_3,F,SPCR,1
2008,19_4,F,SPCR,3
2008,19_2,F,BOER4,0.25
2008,10_2,F,SPFL2,9.5
2008,1_4,F,PLJA,18.75
2008,11_1,F,KAPA,25.25
2008,6_1,F,SPFL2,0.25
2008,8_3,F,GUSA2,1.75
2008,1_1,F,DANAN,0.1
2008,8_2,F,PLJA,3.25
2008,1_4,F,SATR12,5.25
2008,8_3,F,PLJA,7
2008,19_1,F,TILA2,19
2008,14_4,F,MUAR2,0.25
2008,10_1,F,KAPA,28
2008,1_1,F,KAPA,15
2008,17_1,F,PLJA,44.5
2008,11_3,F,GUSA2,1.5
2008,16_1,F,CHSES,0.1
2008,8_1,F,PLJA,9.25
2008,16_2,F,ALMA4,0.1
2008,4_2,F,SPPO6,0.5
2008,10_4,F,KAPA,13
2008,19_4,F,PLJA,7
2008,10_3,F,BOER4,6
2008,11_1,F,MUAR2,0.1
2008,6_4,F,SPCR,2.5
2008,10_1,F,SPFL2,0.25
2008,19_1,F,SPPO6,0.1
2008,8_4,F,TILA2,0.25
2008,8_3,F,SPCR,0.25
2008,14_1,F,EUEX4,0.05
2008,4_3,F,SPCR,0.75
2008,19_4,F,ALIN,1
2008,10_3,F,KAPA,10.6
2008,11_1,F,SPPO6,0.15
2008,11_4,F,SPFL2,1.5
2008,8_2,F,SPCR,1.5
2008,1_1,F,CHSE7,1
2008,4_1,F,SPCR,1
2008,17_1,F,EUEX4,0.75
2008,6_1,F,SPCR,0.5
2008,1_2,F,PLJA,2.25
2008,4_2,F,EUEX4,0.1
2008,1_3,F,PLJA,4.05
2008,11_2,F,SPPO6,0.05
2008,10_3,F,SPFL2,0.25
2008,19_3,F,ALIN,1.55
2008,10_4,F,SPFL2,8.75
2008,10_2,F,KAPA,16
2008,11_2,F,ALIN,2
2008,1_1,F,CHSES,6.75
2008,16_4,F,EUEX4,0.1
2008,1_1,F,SATR12,7.05
2008,10_3,F,SPPO6,0.05
2008,8_4,F,SPCR,2
2008,11_2,F,SPFL2,2.5
2008,17_3,F,EUEX4,0.1
2008,4_3,F,EUEX4,0.35
2008,8_4,F,EUEX4,0.25
2008,6_3,F,EUEX4,0.25
2008,6_2,F,EUEX4,0.25
2008,11_1,F,SPFL2,3.75
2008,14_2,F,EUEX4,0.75
2009,7_1,C,BOER4,2.6
2009,20_3,C,KAPA,0.6
2009,20_3,C,BOER4,4
2009,5_2,C,PLJA,3.9
2009,3_2,C,BOGR2,9.4
2009,9_4,C,MELE2,1.6
2009,9_1,C,BOER4,3.66
2009,20_2,C,KAPA,0.5
2009,9_3,C,BOBA2,0.15
2009,3_4,C,BOGR2,8.25
2009,9_2,C,BOER4,3.4
2009,5_1,C,PLJA,4.9
2009,9_4,C,BOBA2,0.15
2009,7_4,C,PLJA,8.35
2009,5_1,C,BOGR2,3.6
2009,12_4,C,BAMU,4.85
2009,9_2,C,MELE2,2
2009,20_2,C,SPFL2,1.25
2009,20_3,C,SPFL2,1
2009,2_4,C,BOGR2,9.65
2009,20_2,C,BOBA2,0.1
2009,13_2,C,SCBR2,1.65
2009,20_1,C,TILA2,3.1
2009,9_4,C,BAMU,2
2009,5_3,C,BOER4,0.85
2009,5_2,C,BOGR2,4.1
2009,5_4,C,BOER4,7.35
2009,18_2,C,BOER4,0.5
2009,7_3,C,PLJA,13.4
2009,7_2,C,BAMU,2
2009,12_3,C,MELE2,1.25
2009,9_3,C,BOER4,6.8
2009,12_3,C,BOER4,3.4
2009,12_4,C,BOER4,1.1
2009,3_1,C,PLJA,6.25
2009,3_3,C,BOGR2,3.35
2009,20_2,C,TILA2,4.1
2009,20_1,C,BOBA2,0.35
2009,20_3,C,TILA2,4.25
2009,9_2,C,BOBA2,0.35
2009,3_1,C,BOGR2,4.5
2009,20_4,C,TILA2,3.1
2009,2_2,C,SPFL2,1.5
2009,12_4,C,BOBA2,0.16
2009,18_4,C,PLJA,7.6
2009,7_2,C,BOER4,3
2009,7_3,C,BOER4,1.5
2009,3_2,C,PLJA,3.5
2009,3_3,C,PLJA,5.01
2009,9_1,C,BOBA2,0.05
2009,18_3,C,PLJA,4.85
2009,20_4,C,KAPA,0.5
2009,12_1,C,MELE2,0.5
2009,12_2,C,MELE2,1.25
2009,12_4,C,MELE2,2
2009,20_4,C,BOGR2,0.75
2009,12_3,C,BAMU,4
2009,2_2,C,BOGR2,10.75
2009,2_4,C,SPCO4,2
2009,20_1,C,BOER4,0.25
2009,20_2,C,BOER4,1.5
2009,18_2,C,SPCO4,8
2009,20_4,C,SPCO4,1.25
2009,20_4,C,BOER4,1.4
2009,13_2,C,BAMU,0.75
2009,13_1,C,BOGR2,3.6
2009,7_4,C,PLPA2,0.01
2009,7_1,C,PLJA,1.6
2009,18_3,C,SPCO4,3
2009,7_2,C,PLJA,7.6
2009,9_4,C,KAPA,0.1
2009,20_3,C,BOBA2,0.4
2009,2_3,C,BOGR2,9.45
2009,3_4,C,PLJA,8.9
2009,13_2,C,BOGR2,1
2009,12_2,C,BAMU,0.1
2009,9_1,C,TILA2,1.6
2009,9_2,C,TILA2,1.6
2009,9_3,C,TILA2,0.55
2009,9_4,C,TILA2,1.75
2009,5_3,C,PLJA,5.41
2009,2_4,C,ASNU4,0.01
2009,3_1,C,ASNU4,0.01
2009,20_4,C,BOBA2,0.35
2009,7_1,C,ASNU4,0.01
2009,9_4,C,ASNU4,0.01
2009,13_3,C,SCBR2,2.66
2009,13_4,C,BOGR2,3.5
2009,20_4,C,SATR12,0.25
2009,13_1,C,PLJA,4.1
2009,13_2,C,PLJA,4.35
2009,5_3,C,EUEX4,0.05
2009,12_4,C,EUEX4,0.1
2009,13_1,C,SCBR2,1.65
2009,13_4,C,PLJA,3.25
2009,18_2,C,PLJA,1.7
2009,13_4,C,SCBR2,1.9
2009,15_1,C,SCBR2,0.25
2009,15_2,C,SCBR2,1.85
2009,12_3,C,HYFIC,1
2009,12_4,C,HYFIC,0.75
2009,20_2,C,GUSA2,0.1
2009,15_4,C,PLJA,9.15
2009,9_2,C,DANAN,0.05
2009,9_3,C,KAPA,0.25
2009,20_2,C,MAPIP,6.45
2009,9_2,C,ZIGR,0.26
2009,9_3,C,ZIGR,1.25
2009,20_3,C,MAPIP,4
2009,12_4,C,PEAN,0.35
2009,18_2,C,PEAN,0.05
2009,12_2,C,BOER4,12.15
2009,9_4,C,SPCR,1.3
2009,13_4,C,PLPA2,0.01
2009,13_2,C,TILA2,0.35
2009,9_3,C,ARAD,0.25
2009,13_3,C,TILA2,0.05
2009,12_3,C,HODR,0.75
2009,9_3,C,HODR,0.25
2009,2_1,C,ASNU4,0.01
2009,20_4,C,GUSA2,7
2009,7_1,C,SPFL2,4.65
2009,7_2,C,SPFL2,0.5
2009,9_1,C,SPFL2,1.25
2009,9_3,C,SPFL2,0.85
2009,5_4,C,PLJA,9.15
2009,7_3,C,ASNU4,0.01
2009,20_4,C,MAPIP,0.85
2009,9_4,C,BOER4,3.25
2009,2_1,C,BOGR2,8
2009,12_1,C,BAMU,0.75
2009,20_3,C,SATR12,2
2009,18_1,C,MAPIP,0.15
2009,18_2,C,MAPIP,0.3
2009,2_4,C,BOER4,1.15
2009,5_1,C,BOER4,0.7
2009,9_4,C,MAPIP,1.35
2009,18_2,C,EUEX4,0.1
2009,12_1,C,BOER4,8.65
2009,15_1,C,PLJA,4.65
2009,9_3,C,CRCR3,0.01
2009,9_4,C,CRCR3,0.01
2009,7_4,C,BOGR2,4.75
2009,12_1,C,ARPU9,6.5
2009,12_2,C,ARPU9,5
2009,12_3,C,ARPU9,2
2009,15_1,C,ARPU9,0.75
2009,20_1,C,DANAN,0.1
2009,20_4,C,DANAN,0.1
2009,18_1,C,PLJA,3.15
2009,5_4,C,BOGR2,0.75
2009,20_1,C,SATR12,1.25
2009,7_1,C,BOGR2,0.75
2009,15_2,C,PLJA,6.1
2009,9_2,C,MUAR2,1.85
2009,20_2,C,MUAR2,0.85
2009,12_4,C,CHSES,0.6
2009,12_1,C,CHER2,3.25
2009,12_4,C,SATR12,0.25
2009,9_3,C,SATR12,0.75
2009,9_4,C,SATR12,2
2009,9_4,C,SPPO6,0.1
2009,13_4,C,SOEL,1.5
2009,13_1,C,ASNU4,0.01
2009,13_2,C,ASNU4,0.01
2009,13_2,C,SPFL2,0.5
2009,20_1,C,SPFL2,1.25
2009,12_3,C,MAPIP,1.85
2009,13_3,C,PLJA,3.15
2009,13_3,C,SOEL,2.65
2009,12_2,C,EPTO,7
2009,9_2,C,BOSP,0.25
2009,12_2,C,MAPIP,0.15
2009,12_3,C,SOEL,0.75
2009,12_4,C,SOEL,0.75
2009,9_3,C,MAPIP,0.75
2009,9_3,C,HYFIC,0.75
2009,20_1,C,GUSA2,0.5
2009,15_3,C,PLJA,10.1
2009,9_2,C,MAPIP,0.01
2009,20_1,C,MAPIP,1.5
2009,9_2,C,SPPO6,0.5
2009,9_1,C,MAPIP,2.9
2009,20_1,C,MUAR2,1.5
2009,20_3,C,EPTO,0.75
2009,13_2,C,SOEL,3.75
2009,13_4,C,CRCR3,0.01
2009,20_4,C,CRCR3,0.01
2009,12_3,C,BADI,0.5
2009,20_1,C,HODR,1.5
2009,18_2,C,HODR,0.1
2009,20_4,C,EPTO,3.5
2009,18_4,C,MAPIP,0.35
2009,3_1,C,CHSES,0.01
2009,3_2,C,SOEL,0.5
2009,2_4,C,CRCR3,0.01
2009,12_2,C,SOEL,0.5
2009,15_4,C,SPCR,4
2009,18_2,C,SPCR,1.5
2009,15_4,C,SCBR2,0.5
2009,18_4,C,SCBR2,0.5
2009,12_4,C,MAPIP,0.05
2009,20_1,C,ALIN,0.75
2009,7_1,C,MAPIP,0.25
2009,3_1,C,CRCR3,0.01
2009,9_2,C,GUSA2,1.5
2009,11_1,F,ALIN,0.8
2009,11_2,F,ALIN,0.8
2009,8_4,F,TILA2,1
2009,16_1,F,PLJA,9.6
2009,16_2,F,PLJA,4.6
2009,16_3,F,PLJA,1.6
2009,16_4,F,PLJA,25.35
2009,19_1,F,TILA2,4.9
2009,19_2,F,TILA2,1.5
2009,19_3,F,TILA2,2.6
2009,19_4,F,TILA2,2.6
2009,17_2,F,PLJA,22.15
2009,17_3,F,PLJA,15.45
2009,11_1,F,ARPU9,3
2009,19_1,F,ARPU9,0.75
2009,17_4,F,PLJA,23.45
2009,19_4,F,PLJA,2.25
2009,10_1,F,BOER4,5.4
2009,10_2,F,BOER4,3.05
2009,10_3,F,BOER4,3.4
2009,10_4,F,BOER4,1.05
2009,1_1,F,ASNU4,0.02
2009,1_2,F,ASNU4,0.01
2009,1_3,F,ASNU4,0.02
2009,1_4,F,ASNU4,0.1
2009,4_1,F,ASNU4,0.02
2009,4_2,F,ASNU4,0.01
2009,4_3,F,ASNU4,0.01
2009,4_4,F,ASNU4,0.02
2009,11_3,F,BOER4,4.85
2009,10_1,F,ASNU4,0.01
2009,10_2,F,ASNU4,0.01
2009,10_3,F,ASNU4,0.01
2009,10_4,F,ASNU4,0.01
2009,11_1,F,ASNU4,0.01
2009,11_2,F,ASNU4,0.01
2009,11_3,F,ASNU4,0.01
2009,6_2,F,ASNU4,0.01
2009,8_1,F,BOER4,1.85
2009,8_3,F,BOER4,0.75
2009,8_4,F,BOER4,2
2009,4_1,F,PLJA,8.2
2009,10_1,F,SPCO4,2.25
2009,11_3,F,SPCO4,7
2009,4_2,F,PLJA,9.75
2009,19_1,F,SPCO4,1.25
2009,19_3,F,SPCO4,2.25
2009,19_1,F,BOER4,2.05
2009,19_2,F,BOER4,2.85
2009,19_3,F,BOER4,0.85
2009,19_4,F,BOER4,2.25
2009,4_4,F,PLJA,10.1
2009,10_3,F,BOBA2,0.4
2009,10_4,F,BOBA2,0.4
2009,11_1,F,BOBA2,0.05
2009,11_2,F,BOBA2,0.15
2009,11_1,F,MELE2,4.25
2009,8_4,F,MELE2,3.25
2009,16_2,F,BOGR2,15.25
2009,10_2,F,KAPA,2
2009,10_4,F,KAPA,0.25
2009,19_1,F,BOBA2,0.35
2009,19_2,F,BOBA2,0.1
2009,19_3,F,BOBA2,0.4
2009,19_4,F,BOBA2,0.1
2009,8_3,F,KAPA,0.5
2009,8_4,F,KAPA,0.5
2009,10_1,F,CHLA10,0.25
2009,4_1,F,DEPI,0.01
2009,6_1,F,DEPI,0.01
2009,1_2,F,PLPA2,0.01
2009,1_3,F,PLPA2,0.01
2009,4_1,F,PLPA2,0.01
2009,4_2,F,PLPA2,0.01
2009,1_1,F,BOGR2,5.65
2009,11_2,F,SPCR,1
2009,11_4,F,SPCR,0.75
2009,6_4,F,SPCR,1
2009,8_2,F,SPCR,1
2009,19_2,F,PSTAT,1.5
2009,19_3,F,PSTAT,2.25
2009,11_3,F,BADI,0.5
2009,19_4,F,PSTAT,3
2009,1_3,F,BOGR2,14.25
2009,19_1,F,HODR,2
2009,19_2,F,HODR,0.75
2009,19_1,F,MUAR2,2
2009,4_1,F,BOGR2,12.75
2009,1_1,F,SATR12,0.1
2009,1_4,F,SATR12,0.25
2009,4_2,F,BOGR2,7
2009,10_1,F,SATR12,0.85
2009,10_2,F,SATR12,1.5
2009,10_3,F,SATR12,0.5
2009,10_4,F,SATR12,0.75
2009,11_2,F,SATR12,0.25
2009,11_4,F,SATR12,1.5
2009,8_3,F,SATR12,1.25
2009,8_4,F,SATR12,0.5
2009,8_3,F,PLJA,3.5
2009,6_1,F,CRCR3,0.01
2009,19_1,F,SATR12,0.1
2009,19_3,F,SATR12,0.75
2009,19_4,F,SATR12,0.75
2009,6_1,F,BOGR2,6.35
2009,6_2,F,BOGR2,8.5
2009,10_3,F,BAMU,10.5
2009,11_1,F,BAMU,3
2009,11_2,F,BAMU,3
2009,8_4,F,BAMU,0.75
2009,6_3,F,BOGR2,0.9
2009,19_1,F,BAMU,3.5
2009,19_3,F,BAMU,0.75
2009,19_4,F,BAMU,1
2009,8_1,F,BOGR2,2.75
2009,8_2,F,BOGR2,5.5
2009,8_3,F,BOGR2,0.5
2009,8_2,F,MAPIP,1.75
2009,8_3,F,MAPIP,2.5
2009,10_1,F,BOBA2,0.15
2009,10_2,F,BOBA2,0.4
2009,14_3,F,BOGR2,5
2009,10_3,F,HYFIC,1
2009,11_3,F,BOBA2,0.15
2009,8_1,F,BOBA2,0.35
2009,8_4,F,BOBA2,0.4
2009,14_2,F,PLJA,4.15
2009,16_3,F,BOGR2,17.35
2009,11_2,F,KAPA,1
